category;domain;description;provider;product
developer-tools;null;Continuously build, test, and deploy to any platform and cloud;azure;Azure Pipelines
developer-tools;null;Get the SDKs and command-line tools you need;azure;SDKs
developer-tools;null;Powerful and flexible environment to develop apps in the cloud;azure;Visual Studio
developer-tools;null;A powerful, lightweight code editor for cloud development;azure;Visual Studio Code
developer-tools;null;Optimize app performance with high-scale load testing;azure;Azure Load Testing�PREVIEW
networking-and-content-delivery;null;virtual network connection;aws;AWS Transit Gateway
networking-and-content-delivery;null;content delivery network;aws;Amazon Cloud Front
networking-and-content-delivery;null;Domain Name Server;aws;Amazon Route 53
networking-and-content-delivery;null;virtual network;aws;Amazon Virtual Private Cloud (VPC)
networking-and-content-delivery;null;application level networking;aws;AWS App Mesh
networking-and-content-delivery;null;cloud resource discovery;aws;AWS Cloud Map
networking-and-content-delivery;null;network connection;aws;AWS Direct Connect
networking-and-content-delivery;null;network performance;aws;AWS Global Accelerator
networking-and-content-delivery;null;virtual private network;aws;AWS Client VPN
networking-and-content-delivery;null;virtual private network;aws;AWS Site-to-Site VPN
networking-and-content-delivery;null;load balancer;aws;Application Load Balancer
networking-and-content-delivery;null;load balancer;aws;Network Load Balancer
networking-and-content-delivery;null;load balancer;aws;Gateway Load Balancer
networking-and-content-delivery;null;private link;aws;AWS PrivateLink
networking-and-content-delivery;null;wide area network;aws;AWS Cloud WAN
networking-and-content-delivery;null;cellular network;aws;AWS Private 5G
networking-and-content-delivery;null;network traffic management;aws;AWS VPC Lattice
networking-and-content-delivery;null;secure access to corporate applications;aws;AWS Verified Access
networking-and-content-delivery;null;api gateway;aws;Amazon API Gateway
networking-and-content-delivery;null;Build secure, scalable, highly available web front ends in Azure;azure;Application Gateway
networking-and-content-delivery;null;Private and fully managed RDP and SSH access to your virtual machines;azure;Azure Bastion
networking-and-content-delivery;null;Protect your applications from Distributed Denial of Service (DDoS) attacks;azure;Azure DDoS Protection
networking-and-content-delivery;null;Host your DNS domain in Azure;azure;Azure DNS
networking-and-content-delivery;null;Experience a fast, reliable, and private connection to Azure;azure;Azure ExpressRoute
networking-and-content-delivery;null;Cloud-native and intelligent network firewall security;azure;Azure Firewall
networking-and-content-delivery;null;Deliver high availability and network performance to your apps;azure;Load Balancer
networking-and-content-delivery;null;Central network security policy and route management for globally distributed, software-defined perimeters;azure;Azure Firewall Manager
networking-and-content-delivery;null;Fast, reliable, and more secure cloud content delivery service with intelligent threat protection;azure;Azure Front Door
networking-and-content-delivery;null;Test how networking infrastructure changes will impact your customers' performance.;azure;Azure Internet Analyzer�PREVIEW
networking-and-content-delivery;null;Private access to services hosted on the Azure platform, keeping your data on the Microsoft network;azure;Azure Private Link
networking-and-content-delivery;null;Fast, reliable content delivery network with global reach;azure;Content Delivery Network
networking-and-content-delivery;null;Network performance monitoring and diagnostics solution;azure;Network Watcher
networking-and-content-delivery;null;Route incoming traffic for high performance and availability;azure;Traffic Manager
networking-and-content-delivery;null;Provision private networks, optionally connect to on-premises datacenters;azure;Virtual Network
networking-and-content-delivery;null;Optimize and automate branch to branch connectivity through Azure;azure;Virtual WAN
networking-and-content-delivery;null;Establish secure, cross-premises connectivity;azure;VPN Gateway
networking-and-content-delivery;null;A cloud-native web application firewall (WAF) service that provides powerful protection for web apps;azure;Web Application Firewall
networking-and-content-delivery;null;Satellite ground station and scheduling services for fast downlinking of data;azure;Azure Orbital�PREVIEW
networking-and-content-delivery;null;Enable network appliances to exchange routes dynamically with virtual networks in Azure;azure;Azure Route Server
networking-and-content-delivery;null;Extend Azure management for deploying 5G and SD-WAN network functions on edge devices;azure;Azure Network Function Manager
networking-and-content-delivery;null;Centrally manage virtual networks in Azure from a single pane of glass;azure;Azure Virtual Network Manager�PREVIEW
networking-and-content-delivery;null;Rapidly deploy and manage private 5G networks at the enterprise edge;azure;Azure Private 5G Core�PREVIEW
hybrid-multicloud;null;Synchronize on-premises directories and enable single sign-on;azure;Azure Active Directory (Azure AD)
hybrid-multicloud;null;Secure, develop, and operate infrastructure, apps, and Azure services anywhere;azure;Azure Arc
hybrid-multicloud;null;Fully managed, intelligent, and scalable PostgreSQL;azure;Azure Database for PostgreSQL
hybrid-multicloud;null;Services for teams to share code, track work, and ship software;azure;Azure DevOps
hybrid-multicloud;null;Experience a fast, reliable, and private connection to Azure;azure;Azure ExpressRoute
hybrid-multicloud;null;Extend cloud intelligence and analytics to edge devices;azure;Azure IoT Edge
hybrid-multicloud;null;Cloud-native SIEM and intelligent security analytics;azure;Microsoft Sentinel
hybrid-multicloud;null;Managed, intelligent SQL in the cloud;azure;Azure SQL Database
hybrid-multicloud;null;Consume Services privately on Azure Platform;azure;Azure SQL Edge
hybrid-multicloud;null;Build and run innovative hybrid apps across cloud boundaries;azure;Azure Stack
hybrid-multicloud;null;Extend threat protection to any infrastructure;azure;Microsoft Defender for Cloud
hybrid-multicloud;null;Run your production workloads anywhere on hybrid, familiar hyperconverged infrastructure;azure;Azure Stack HCI
hybrid-multicloud;null;Azure Stack Hub is sold as an integrated hardware system, with software pre-installed on validated hardware;azure;Azure Stack Hub
hybrid-multicloud;null;An Azure managed device that brings the compute, storage, and intelligence of Azure to the edge;azure;Azure Stack Edge
hybrid-multicloud;null;A complete, rugged datacenter solution;azure;Azure Modular Datacenter
mixed-reality;null;Use IoT spatial intelligence to create models of physical environments;azure;Azure Digital Twins
mixed-reality;null;Build for mixed reality using AI sensors;azure;Kinect DK
mixed-reality;null;Render high-quality, interactive 3D content with real-time streaming;azure;Remote Rendering
mixed-reality;null;Create multi-user, spatially aware mixed reality experiences;azure;Spatial Anchors
mixed-reality;null;Automatically align and anchor 3D content to objects in the physical world;azure;Object Anchors�PREVIEW
artificial-intelligence;ai_natural-language-processing;document data extract and analysis;aws;Amazon Comprehend
artificial-intelligence;ai_natural-language-processing;health data extract and analysis;aws;Amazon Comprehend Medical
artificial-intelligence;ai_natural-language-processing;text to speech;aws;Amazon Polly
blockchain;null;managed blockchain;aws;Amazon Blockchain
blockchain;null;ledger database;aws;Amazon Quantum Ledger Database
management-and-governance;null;monitoring, logs and alerts;aws;Amazon CloudWatch
management-and-governance;null;auto scaling;aws;AWS Auto scaling
management-and-governance;null;auto scaling;aws;AWS Application Auto Scaling
management-and-governance;null;asset audit and evaluate resources;aws;AWS Config
management-and-governance;null;software license manager;aws;AWS License Manager
management-and-governance;null;cloud resources events and changes management;aws;AWS Health Dashboard
management-and-governance;null;governance, compliance and audit of account;aws;AWS CloudTrail
management-and-governance;null;share, organize, and govern IaC templates;aws;AWS Service Catalog
management-and-governance;null;control of infrastructure resources;aws;AWS Systems Manager
management-and-governance;null;infrastructure inspection for finance, availability and performance recommendations;aws;AWS Trusted Advisor
management-and-governance;null;cloud architecture audit;aws;AWS Well-Architected Tool
management-and-governance;null;setup of cloud multi account environment (landing zone);aws;AWS Control Tower
management-and-governance;null;organization and account management;aws;AWS Organizations
management-and-governance;null;centralized management of configuration data;aws;AWS AppConfig
management-and-governance;null;chatbot;aws;AWS chatbot
management-and-governance;null;backup and restore;aws;AWS Blackint Agent
management-and-governance;null;data visualization;aws;AWS Managed Grafana
management-and-governance;null;monitoring;opensource;prometheus
management-and-governance;null;telemetry data;opensource;OpenTelemetry
management-and-governance;null;deployment workflow tool;aws;AWS Proton
management-and-governance;null;configuring and deploying third party application;aws;AWS Launch Wizard
management-and-governance;null;it service management;aws;AWS Service Management Connector (SMC)
management-and-governance;null;telecom network build;aws;AWS Telco Network Builder
management-and-governance;null;workload rightsizing;aws;AWS Compute Optimizer
management-and-governance;null;console;aws;AWS console Application
management-and-governance;null;console;aws;AWS Console Mobile Application
management-and-governance;null;Simplify cloud management with process automation;azure;Automation
management-and-governance;null;Your personalized Azure best practices recommendation engine;azure;Azure Advisor
management-and-governance;null;Simplify data protection with built-in backup management at scale;azure;Azure Backup
management-and-governance;null;Enabling quick, repeatable creation of governed environments;azure;Azure Blueprints�PREVIEW
management-and-governance;null;Empowering service providers to manage customers at scale and with precision;azure;Azure Lighthouse
management-and-governance;null;Simplify management of cloud offerings;azure;Azure Managed Applications
management-and-governance;null;Discover, assess, right-size, and migrate your on-premises virtual machines (VMs) to Azure;azure;Azure Migrate
management-and-governance;null;Stay connected to your Azure resources�anytime, anywhere;azure;Azure mobile app
management-and-governance;null;Full observability into your applications, infrastructure, and network;azure;Azure Monitor
management-and-governance;null;Implement corporate governance and standards at scale;azure;Azure Policy
management-and-governance;null;Simplify how you manage your app resources;azure;Azure Resource Manager
management-and-governance;null;Deliver infrastructure as code for all your Azure resources using Resource Manager;azure;Azure Resource Manager templates
management-and-governance;null;Personalized guidance and support for when issues in Azure services affect you;azure;Azure Service Health
management-and-governance;null;Keep your business running with built-in disaster recovery service;azure;Azure Site Recovery
management-and-governance;null;Streamline Azure administration with a browser-based shell;azure;Cloud Shell
management-and-governance;null;Manage your cloud spending with confidence;azure;Azure Cost Management and Billing
management-and-governance;null;Build, manage, and monitor all Azure products in a single, unified console;azure;Microsoft Azure portal
management-and-governance;null;Network performance monitoring and diagnostics solution;azure;Network Watcher
management-and-governance;null;Route incoming traffic for high performance and availability;azure;Traffic Manager
management-and-governance;null;Simplify and optimize IT management with automated operations;azure;Azure Automanage�PREVIEW
management-and-governance;null;Simplify how you move multiple resources between Azure regions;azure;Azure Resource Mover
management-and-governance;null;A unified data governance solution that maximizes the business value of your data;azure;Azure Purview
management-and-governance;null;Improve application resilience by introducing faults and simulating outages;azure;Azure Chaos Studio�PREVIEW
artificial-intelligence;ai_machine-learning;hardware engine;aws;Amazon Elastic Inferentia
artificial-intelligence;ai_machine-learning;individualized recommendations;aws;Amazon Personalize
artificial-intelligence;ai_machine-learning;dataset labeling;aws;Amazon SageMaker Ground Truth
artificial-intelligence;ai_machine-learning;optical character recognition (OCR);aws;Amazon Textract
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deep Learning
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deep Learning Containers
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS Deeep Lens
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS DeepRacer
artificial-intelligence;ai_machine-learning;deep learning;aws;AWS DeepComposer
artificial-intelligence;ai_machine-learning;deep learning;opensource;TensorFlow
artificial-intelligence;ai_machine-learning;deep learning;opensource;PyTorch
artificial-intelligence;ai_machine-learning;deep learning;opensource;Apache MXNet
artificial-intelligence;ai_machine-learning;fraud detection;aws;Amazon Fraud Detector
artificial-intelligence;ai_machine-learning;sdk;aws;AWS Neuron
integration;null;Publish APIs to developers, partners, and employees securely and at scale;azure;API Management
integration;null;A unified solution that helps protect and combine health data in the cloud and generates healthcare insights with analytics;azure;Azure Healthcare APIs�PREVIEW
integration;null;Reliable event delivery at massive scale;azure;Event Grid
integration;null;Automate the access and use of data across clouds;azure;Logic Apps
integration;null;Connect across private and public cloud environments;azure;Service Bus
integration;null;Easily build real-time messaging web applications using WebSockets and the publish-subscribe pattern;azure;Azure Web PubSub
containers;null;orchestrator;aws;Amazon Elastic Kubernetes Service (EKS)
containers;null;orchestrator;aws;Amazon Elastic Container Service (ECS)
containers;null;registry;aws;Amazon Elastic Container Registry (ECR)
containers;null;serverless compute engine;aws;AWS Fargate
containers;null;serverless compute engine;aws;Red Hat OpenShift Service on AWS (ROSA)
containers;null;serverless compute engine;redhat;Openshift
containers;null;Fast, scalable parameter storage for app configuration;azure;App Configuration
containers;null;Deploy and scale containers on managed Kubernetes;azure;Azure Kubernetes Service (AKS)
containers;null;Deploy and scale containers on managed Red Hat OpenShift;azure;Azure Red Hat OpenShift
containers;null;Build and deploy modern apps and microservices using serverless containers;azure;Azure Container Apps�PREVIEW
containers;null;Execute event-driven serverless code with an end-to-end development experience;azure;Azure Functions
containers;null;Run containerized web apps on Windows and Linux;azure;Web App for containers
containers;null;Launch containers with hypervisor isolation;azure;Azure Container Instances
containers;null;Deploy and operate always-on, scalable, distributed apps;azure;Azure Service Fabric
containers;null;Build, store, secure, and replicate container images and artifacts;azure;Azure Container Registry
front-end-web-and-mobile;null;web and mobile application full stack development;aws;AWS Amplify
front-end-web-and-mobile;null;location functionality, maps, points of interest, geocoding, routing, tracking, geofencing;aws;Amazon location service
